Customer,y,m,rentFees,d,lateFees
t0015789,2019,6,122,NA,NA
t0015789,2019,7,122,NA,NA
t0015789,2019,8,122,NA,NA
t0015789,2019,9,122,NA,NA
t0015789,2019,10,122,NA,NA
t0015789,2019,11,122,NA,NA
t0015789,2019,12,122,NA,NA
t0015789,2020,1,122,NA,NA
t0015789,2020,2,151,11,25
t0015789,2020,3,151,11,25
t0015789,2020,4,151,NA,NA
t0015789,2020,5,151,NA,NA
t0015789,2020,6,151,NA,NA
t0015789,2020,7,151,NA,NA
t0015789,2020,8,151,NA,NA
t0015789,2020,9,151,NA,NA
t0015789,2020,10,151,NA,NA
t0015789,2020,11,151,NA,NA
t0015789,2020,12,151,NA,NA
t0015789,2021,1,151,NA,NA
t0015789,2021,2,151,NA,NA
t0015853,2017,1,405,NA,NA
t0015853,2017,2,405,NA,NA
t0015853,2017,3,405,NA,NA
t0015853,2017,4,405,NA,NA
t0015853,2017,5,405,NA,NA
t0015853,2017,6,405,NA,NA
t0015853,2017,7,405,NA,NA
t0015853,2017,8,405,NA,NA
t0015853,2017,9,405,NA,NA
t0015853,2017,10,405,NA,NA
t0015853,2017,11,405,NA,NA
t0015853,2017,12,965,NA,NA
t0015853,2018,1,965,11,25
t0015853,2018,2,965,11,25
t0015853,2018,3,376,NA,NA
t0015853,2018,4,376,NA,NA
t0015853,2018,5,376,NA,NA
t0015853,2018,6,376,NA,NA
t0015853,2018,7,376,NA,NA
t0015853,2018,8,376,11,25
t0015853,2018,9,376,11,25
t0015853,2018,10,376,11,25
t0015853,2018,11,376,NA,NA
t0015853,2018,11,247,NA,NA
t0015853,2018,12,247,NA,NA
t0015853,2019,1,247,NA,NA
t0015853,2019,2,247,NA,NA
t0015853,2019,3,247,NA,NA
t0015853,2019,4,247,NA,NA
t0015853,2019,5,247,NA,NA
t0015853,2019,6,247,NA,NA
t0015853,2019,7,247,NA,NA
t0015853,2019,8,247,NA,NA
t0015853,2019,9,247,NA,NA
t0015853,2019,10,247,NA,NA
t0015853,2019,11,247,NA,NA
t0015853,2019,12,247,NA,NA
t0015853,2020,1,247,NA,NA
t0015853,2020,2,247,NA,NA
t0015853,2020,3,247,NA,NA
t0015853,2020,4,578,NA,NA
t0015853,2020,5,578,NA,NA
t0015853,2020,6,578,NA,NA
t0015853,2020,7,578,NA,NA
t0015853,2020,8,578,NA,NA
t0015853,2020,9,578,NA,NA
t0015853,2020,10,578,NA,NA
t0015853,2020,11,578,NA,NA
t0015853,2020,12,578,NA,NA
t0015853,2021,1,578,NA,NA
t0015853,2021,2,578,NA,NA
t0016007,2017,3,317,NA,NA
t0016007,2017,4,317,NA,NA
t0016007,2017,5,317,NA,NA
t0016007,2017,6,317,NA,NA
t0016007,2017,7,317,NA,NA
t0016007,2017,8,317,NA,NA
t0016007,2017,9,317,NA,NA
t0016007,2017,10,317,NA,NA
t0016007,2017,11,317,11,25
t0016007,2017,12,317,11,25
t0016007,2018,1,317,11,25
t0016007,2018,2,317,11,25
t0016007,2018,3,317,11,25
t0016007,2018,4,317,NA,NA
t0016007,2018,5,317,11,25
t0016007,2018,6,317,11,25
t0016007,2018,7,317,11,25
t0016007,2018,8,317,NA,NA
t0016007,2018,9,317,11,25
t0016007,2018,10,317,11,25
t0016007,2018,11,317,11,25
t0016007,2018,12,317,11,25
t0016007,2019,1,317,11,25
t0016007,2019,2,317,11,25
t0016007,2019,3,317,11,25
t0016007,2019,4,317,11,25
t0016007,2019,5,317,11,25
t0016007,2019,6,317,11,25
t0016007,2019,7,317,11,25
t0016007,2019,8,317,11,25
t0016007,2019,9,317,11,25
t0016007,2019,10,317,NA,NA
t0016007,2019,2,16,11,25
t0016007,2019,3,16,11,25
t0016007,2019,4,16,11,25
t0016007,2019,5,16,11,25
t0016007,2019,6,16,11,25
t0016007,2019,7,16,11,25
t0016007,2019,8,16,11,25
t0016007,2019,9,16,11,25
t0016007,2019,10,16,NA,NA
t0016007,2019,11,16,NA,NA
t0016007,2019,12,16,NA,NA
t0016007,2019,11,2383,NA,NA
t0016007,2020,1,16,NA,NA
t0016007,2020,2,16,NA,NA
t0016007,2020,3,16,NA,NA
t0016007,2020,4,16,NA,NA
t0016007,2020,5,16,NA,NA
t0016007,2020,6,16,NA,NA
t0016007,2020,7,16,NA,NA
t0016007,2020,8,16,NA,NA
t0016007,2020,9,16,NA,NA
t0016007,2020,10,16,NA,NA
t0016007,2020,11,107,NA,NA
t0016007,2020,12,107,NA,NA
t0016007,2021,1,107,NA,NA
t0016007,2021,2,107,NA,NA
t0016013,2020,9,220,NA,NA
t0016013,2020,10,236,NA,NA
t0016013,2020,11,236,NA,NA
t0016013,2020,12,236,NA,NA
t0016013,2021,1,236,NA,NA
t0016013,2021,2,236,NA,NA
t0016031,2017,4,155,NA,NA
t0016031,2017,5,155,NA,NA
t0016031,2017,6,155,NA,NA
t0016031,2017,7,155,NA,NA
t0016031,2017,8,155,NA,NA
t0016031,2017,9,155,NA,NA
t0016031,2017,10,155,NA,NA
t0016031,2017,11,155,NA,NA
t0016031,2017,12,155,11,25
t0016031,2018,1,155,NA,NA
t0016031,2018,2,155,NA,NA
t0016031,2018,3,201,NA,NA
t0016031,2018,4,201,NA,NA
t0016031,2018,5,201,NA,NA
t0016031,2018,6,201,NA,NA
t0016031,2018,7,201,11,25
t0016031,2018,8,201,11,25
t0016031,2018,9,201,11,25
t0016031,2018,10,201,11,25
t0016031,2018,11,201,11,25
t0016031,2018,12,201,11,25
t0016031,2019,1,201,NA,NA
t0016031,2019,2,201,NA,NA
t0016031,2019,3,203,11,25
t0016031,2019,4,203,NA,NA
t0016031,2019,5,203,NA,NA
t0016031,2019,6,203,NA,NA
t0016031,2019,7,203,NA,NA
t0016031,2019,8,203,NA,NA
t0016031,2019,9,203,11,25
t0016031,2019,10,203,11,25
t0016031,2019,11,203,11,25
t0016031,2019,12,203,11,25
t0016031,2020,1,203,11,25
t0016031,2020,2,203,11,25
t0016031,2020,3,203,11,25
t0016031,2020,4,203,NA,NA
t0016031,2020,5,203,NA,NA
t0016031,2020,6,203,NA,NA
t0016031,2020,7,203,NA,NA
t0016031,2020,8,203,NA,NA
t0016031,2020,9,203,NA,NA
t0016031,2020,10,203,NA,NA
t0016031,2020,11,203,NA,NA
t0016031,2020,12,203,NA,NA
t0016031,2021,1,203,NA,NA
t0016031,2021,2,203,NA,NA
t0016337,2017,6,133,NA,NA
t0016337,2017,7,133,11,25
t0016337,2017,8,133,11,25
t0016337,2017,9,133,11,25
t0016337,2017,10,133,11,25
t0016337,2017,11,133,11,25
t0016337,2017,12,133,11,25
t0016337,2018,1,133,11,25
t0016337,2018,2,133,NA,NA
t0016337,2018,3,133,11,25
t0016337,2018,4,133,NA,NA
t0016337,2018,5,133,11,25
t0016337,2018,6,133,11,25
t0016337,2018,7,133,11,25
t0016337,2018,8,133,11,25
t0016337,2018,9,134,11,25
t0016337,2018,10,134,11,25
t0016337,2018,11,134,11,25
t0016337,2018,12,134,11,25
t0016337,2019,1,134,11,25
t0016337,2019,2,134,11,25
t0016337,2019,3,134,11,25
t0016337,2019,4,134,11,25
t0016337,2019,5,134,11,25
t0016337,2019,6,134,11,25
t0016337,2019,7,134,11,25
t0016337,2019,8,134,11,25
t0016337,2019,9,134,11,25
t0016337,2019,10,134,11,25
t0016337,2019,11,134,11,25
t0016337,2019,12,134,11,25
t0016337,2020,1,134,11,25
t0016337,2020,2,184,11,25
t0016337,2020,3,184,11,25
t0016337,2020,4,184,NA,NA
t0016337,2020,5,184,NA,NA
t0016337,2020,6,184,NA,NA
t0016337,2020,7,184,NA,NA
t0016337,2020,8,184,NA,NA
t0016337,2020,9,184,NA,NA
t0016337,2020,10,184,NA,NA
t0016337,2020,11,184,NA,NA
t0016337,2020,12,184,NA,NA
t0016337,2021,1,184,NA,NA
t0016337,2021,1,1317,NA,NA
t0016337,2021,2,184,NA,NA
t0016418,2017,7,71,11,25
t0016418,2017,8,71,11,25
t0016418,2017,9,71,11,25
t0016418,2017,10,71,11,25
t0016418,2017,11,71,11,25
t0016418,2017,12,71,11,25
t0016418,2018,1,71,11,25
t0016418,2018,2,71,11,25
t0016418,2018,3,71,11,25
t0016418,2018,4,71,NA,NA
t0016418,2018,5,71,NA,NA
t0016418,2018,6,71,11,25
t0016418,2018,7,283,11,25
t0016418,2018,8,283,11,25
t0016418,2018,9,283,11,25
t0016418,2018,9,57,11,25
t0016418,2018,10,283,11,25
t0016418,2018,10,57,11,25
t0016418,2018,11,57,11,25
t0016418,2018,12,57,11,25
t0016418,2019,1,57,11,25
t0016418,2019,2,57,11,25
t0016418,2019,3,57,11,25
t0016418,2019,4,57,11,25
t0016418,2019,5,57,11,25
t0016418,2019,6,57,11,25
t0016418,2019,7,57,11,25
t0016418,2019,8,57,11,25
t0016418,2019,9,57,11,25
t0016418,2019,10,57,11,25
t0016418,2019,11,57,11,25
t0016418,2019,12,57,11,25
t0016418,2020,1,57,11,25
t0016418,2020,2,57,11,25
t0016418,2020,3,67,11,25
t0016418,2020,4,67,NA,NA
t0016418,2020,5,67,NA,NA
t0016418,2020,6,67,NA,NA
t0016418,2020,7,67,NA,NA
t0016418,2020,8,67,NA,NA
t0016418,2020,9,67,NA,NA
t0016418,2020,10,67,NA,NA
t0016804,2017,11,373,11,25
t0016804,2017,12,373,11,25
t0016804,2018,1,373,11,25
t0016804,2018,2,373,11,25
t0016804,2018,3,373,11,25
t0016804,2018,4,373,NA,NA
t0016804,2018,5,373,NA,NA
t0016804,2019,1,304,NA,NA
t0016804,2019,2,304,11,25
t0016804,2019,3,304,NA,NA
t0016804,2019,4,304,11,25
t0016804,2019,5,304,11,25
t0016804,2019,6,304,11,25
t0016804,2019,7,304,11,25
t0016804,2019,8,304,11,25
t0016804,2019,9,304,11,25
t0016804,2019,10,304,11,25
t0016804,2019,11,304,11,25
t0016804,2019,12,304,11,25
t0016804,2020,1,304,11,25
t0016804,2020,2,304,11,25
t0016804,2020,3,304,11,25
t0016804,2020,4,304,NA,NA
t0016804,2020,5,304,NA,NA
t0016804,2020,6,304,NA,NA
t0016804,2020,7,304,NA,NA
t0016804,2020,8,304,NA,NA
t0016804,2020,9,304,NA,NA
t0016804,2020,10,304,NA,NA
t0016806,2017,12,119,NA,NA
t0016806,2018,1,119,NA,NA
t0016806,2018,2,119,NA,NA
t0016806,2018,3,119,NA,NA
t0016806,2018,4,119,NA,NA
t0016806,2018,5,119,NA,NA
t0016806,2018,6,119,NA,NA
t0016806,2018,7,119,NA,NA
t0016806,2018,8,119,NA,NA
t0016806,2018,9,119,NA,NA
t0016806,2018,10,125,NA,NA
t0016806,2018,11,125,NA,NA
t0016806,2018,12,125,NA,NA
t0016806,2019,1,125,NA,NA
t0016806,2019,2,125,NA,NA
t0016806,2019,3,125,NA,NA
t0016806,2019,4,125,NA,NA
t0016806,2019,5,125,NA,NA
t0016806,2019,6,125,NA,NA
t0016806,2019,7,125,NA,NA
t0016806,2019,8,125,NA,NA
t0016806,2019,9,125,NA,NA
t0016806,2019,10,125,11,25
t0016806,2019,11,125,11,25
t0016806,2019,12,125,11,25
t0016806,2020,1,125,11,25
t0016806,2020,2,638,11,25
t0016806,2020,3,638,11,25
t0016806,2020,4,638,NA,NA
t0016806,2020,5,638,NA,NA
t0016806,2020,6,638,NA,NA
t0016806,2020,7,638,NA,NA
t0016806,2020,8,638,NA,NA
t0016806,2020,9,638,NA,NA
t0016806,2020,10,638,NA,NA
t0016806,2020,11,638,NA,NA
t0016806,2020,12,638,NA,NA
t0016806,2021,1,638,NA,NA
t0016806,2021,2,638,NA,NA
t0016897,2019,1,32,NA,NA
t0016897,2019,2,32,NA,NA
t0016897,2019,3,32,NA,NA
t0016897,2019,4,32,NA,NA
t0016897,2019,5,32,NA,NA
t0016897,2019,6,32,NA,NA
t0016897,2019,7,32,NA,NA
t0016897,2019,8,32,NA,NA
t0016897,2019,9,32,NA,NA
t0016897,2019,10,32,NA,NA
t0016897,2019,11,32,NA,NA
t0016897,2019,12,32,NA,NA
t0016897,2020,1,32,NA,NA
t0016897,2020,2,32,NA,NA
t0016897,2020,3,32,NA,NA
t0016897,2020,4,32,NA,NA
t0016897,2020,5,32,NA,NA
t0016897,2020,6,32,NA,NA
t0016897,2020,7,32,NA,NA
t0016897,2020,8,32,NA,NA
t0016897,2020,9,32,NA,NA
t0016898,2017,12,127,11,25
t0016898,2018,1,127,11,25
t0016898,2018,2,127,NA,NA
t0016898,2018,3,127,NA,NA
t0016898,2018,4,127,NA,NA
t0016898,2018,5,127,NA,NA
t0016898,2018,6,127,NA,NA
t0016898,2018,7,127,NA,NA
t0016898,2018,8,127,NA,NA
t0016898,2018,9,127,NA,NA
t0016898,2018,10,127,NA,NA
t0016898,2018,11,127,NA,NA
t0016898,2018,11,113,NA,NA
t0016898,2018,12,113,11,25
t0016898,2019,1,113,NA,NA
t0016898,2019,2,113,NA,NA
t0016898,2019,3,113,11,25
t0016898,2019,4,113,11,25
t0016898,2019,5,113,11,25
t0016898,2019,6,113,11,25
t0016898,2019,7,113,11,25
t0016898,2019,8,113,11,25
t0016898,2019,9,113,11,25
t0016898,2019,10,113,11,25
t0016898,2019,11,113,11,25
t0016898,2019,12,113,11,25
t0016898,2020,1,113,11,25
t0016898,2020,2,118,11,25
t0016898,2020,3,118,11,25
t0016898,2020,4,118,NA,NA
t0016898,2020,5,118,NA,NA
t0016898,2020,6,118,NA,NA
t0016898,2020,7,118,NA,NA
t0016898,2020,8,118,NA,NA
t0016898,2020,9,118,NA,NA
t0016898,2020,10,118,NA,NA
t0016898,2020,11,118,NA,NA
t0016898,2020,12,118,NA,NA
t0016898,2021,1,118,NA,NA
t0016898,2021,2,118,NA,NA
t0021892,2018,8,108,11,25
t0021892,2018,9,108,11,25
t0021892,2018,10,108,11,25
t0021892,2018,11,108,11,25
t0021892,2018,12,108,11,25
t0021892,2019,1,108,11,25
t0021892,2019,2,108,11,25
t0021892,2019,3,108,NA,NA
t0021892,2019,4,108,NA,NA
t0021892,2019,5,108,11,25
t0021892,2019,6,108,11,25
t0021892,2019,7,108,NA,NA
t0021892,2019,8,108,11,25
t0021892,2019,9,108,NA,NA
t0021892,2019,10,108,NA,NA
t0021892,2019,11,108,NA,NA
t0021892,2019,12,108,11,25
t0021892,2020,1,108,NA,NA
t0021892,2020,2,108,11,25
t0021892,2020,3,108,11,25
t0021892,2020,4,108,NA,NA
t0021892,2020,5,108,NA,NA
t0021892,2020,6,108,NA,NA
t0021892,2020,7,108,NA,NA
t0021892,2020,8,108,NA,NA
t0021892,2020,9,108,NA,NA
t0021892,2020,10,111,NA,NA
t0021892,2020,11,111,NA,NA
t0021892,2020,12,111,NA,NA
t0021892,2021,1,111,NA,NA
t0021892,2021,2,111,NA,NA
t0022468,2018,3,249,NA,NA
t0022468,2018,4,249,NA,NA
t0022468,2018,5,249,11,25
t0022468,2018,6,249,11,25
t0022468,2018,7,249,11,25
t0022468,2018,8,249,11,25
t0022468,2018,9,249,11,25
t0022468,2018,10,249,11,25
t0022468,2018,11,249,11,25
t0022468,2018,12,249,11,25
t0022468,2019,1,249,11,25
t0022468,2019,2,249,11,25
t0022468,2019,3,249,11,25
t0022468,2019,1,156,11,25
t0022468,2019,2,156,11,25
t0022468,2019,3,156,11,25
t0022468,2019,4,249,NA,NA
t0022468,2019,4,156,NA,NA
t0022468,2019,5,156,NA,NA
t0022468,2019,6,156,NA,NA
t0022468,2019,7,156,11,25
t0022468,2019,8,156,11,25
t0022468,2019,9,156,11,25
t0022468,2019,10,156,11,25
t0022468,2019,11,156,11,25
t0022468,2019,12,156,11,25
t0022468,2020,1,156,11,25
t0022468,2020,2,156,11,25
t0022468,2020,3,156,11,25
t0022468,2020,4,156,NA,NA
t0022468,2020,5,156,NA,NA
t0022468,2020,6,156,NA,NA
t0022468,2020,7,156,NA,NA
t0022468,2020,8,156,NA,NA
t0022468,2020,9,156,NA,NA
t0022468,2020,10,156,NA,NA
t0022468,2020,11,156,NA,NA
t0022468,2020,12,156,NA,NA
t0022468,2021,1,156,NA,NA
t0022468,2021,2,156,NA,NA
t0022574,2018,12,550,NA,NA
t0022574,2019,1,550,NA,NA
t0022574,2019,2,550,NA,NA
t0022574,2019,3,550,NA,NA
t0022574,2019,4,550,NA,NA
t0022574,2019,5,150,NA,NA
t0022574,2019,6,150,NA,NA
t0022574,2019,7,150,11,25
t0022574,2019,8,150,11,25
t0022574,2019,9,150,11,25
t0022574,2019,10,150,11,25
t0022574,2019,11,150,11,25
t0022574,2019,10,107,11,25
t0022574,2019,11,107,11,25
t0022574,2019,12,150,11,25
t0022574,2019,12,107,11,25
t0022574,2020,1,107,11,25
t0022574,2020,2,107,11,25
t0022574,2020,3,107,11,25
t0022574,2020,4,107,NA,NA
t0022574,2020,5,107,NA,NA
t0022574,2020,6,107,NA,NA
t0022574,2020,7,107,NA,NA
t0022574,2020,8,107,NA,NA
t0022574,2020,9,107,NA,NA
t0022574,2020,10,107,NA,NA
t0022574,2020,11,107,NA,NA
t0022574,2020,12,107,NA,NA
t0022574,2021,1,107,NA,NA
t0022574,2021,2,107,NA,NA
t0022641,2018,5,162,11,25
t0022641,2018,5,162,1,25
t0022641,2018,5,162,11,25
t0022641,2018,6,162,11,25
t0022641,2018,6,162,1,25
t0022641,2018,6,162,11,25
t0022641,2018,7,162,NA,NA
t0022641,2018,5,162,11,25
t0022641,2018,5,162,1,25
t0022641,2018,5,162,11,25
t0022641,2018,5,162,11,25
t0022641,2018,5,162,1,25
t0022641,2018,5,162,11,25
t0022641,2018,8,221,NA,NA
t0022641,2018,9,221,NA,NA
t0022641,2018,10,221,NA,NA
t0022641,2018,11,221,NA,NA
t0022641,2018,12,221,NA,NA
t0022641,2019,1,221,NA,NA
t0022641,2019,2,221,NA,NA
t0022641,2019,3,221,NA,NA
t0022641,2019,4,221,NA,NA
t0022641,2019,5,221,NA,NA
t0022641,2019,6,221,NA,NA
t0022641,2019,7,221,NA,NA
t0022641,2019,8,221,NA,NA
t0022641,2019,9,221,NA,NA
t0022641,2019,4,236,NA,NA
t0022641,2019,5,236,NA,NA
t0022641,2019,6,236,NA,NA
t0022641,2019,7,236,NA,NA
t0022641,2019,8,236,NA,NA
t0022641,2019,9,236,NA,NA
t0022641,2019,10,236,11,25
t0022641,2019,10,221,11,25
t0022641,2019,11,236,11,25
t0022641,2019,12,236,11,25
t0022641,2020,1,236,11,25
t0022641,2020,2,236,11,25
t0022641,2020,3,236,11,25
t0022641,2020,4,236,NA,NA
t0022641,2020,5,236,NA,NA
t0022641,2020,6,236,NA,NA
t0022641,2020,7,236,NA,NA
t0022641,2020,8,236,NA,NA
t0022641,2020,9,236,NA,NA
t0022641,2020,10,236,NA,NA
t0022641,2020,4,235,NA,NA
t0022641,2020,5,235,NA,NA
t0022641,2020,6,235,NA,NA
t0022641,2020,7,235,NA,NA
t0022641,2020,8,235,NA,NA
t0022641,2020,9,235,NA,NA
t0022641,2020,10,235,NA,NA
t0022641,2020,11,235,NA,NA
t0022641,2020,12,235,NA,NA
t0022641,2021,1,235,NA,NA
t0022641,2021,2,235,NA,NA
t0022722,2018,3,319,NA,NA
t0022722,2018,4,319,NA,NA
t0022722,2018,5,319,NA,NA
t0022722,2018,6,319,NA,NA
t0022722,2018,7,319,NA,NA
t0022722,2018,8,319,NA,NA
t0022722,2018,9,319,NA,NA
t0022722,2018,10,319,NA,NA
t0022722,2018,11,319,NA,NA
t0022722,2018,12,319,NA,NA
t0022722,2019,1,319,NA,NA
t0022722,2019,2,319,NA,NA
t0022722,2019,3,319,NA,NA
t0022722,2019,4,319,NA,NA
t0022722,2019,5,319,NA,NA
t0022722,2019,6,319,11,25
t0022722,2019,7,319,11,25
t0022722,2019,2,130,NA,NA
t0022722,2019,3,130,NA,NA
t0022722,2019,4,130,NA,NA
t0022722,2019,5,130,NA,NA
t0022722,2019,6,130,11,25
t0022722,2019,7,130,11,25
t0022722,2019,8,319,11,25
t0022722,2019,8,130,11,25
t0022722,2019,9,130,NA,NA
t0022722,2019,10,130,NA,NA
t0022722,2019,11,130,NA,NA
t0022722,2019,12,130,NA,NA
t0022722,2020,1,130,NA,NA
t0022722,2020,2,130,NA,NA
t0022722,2020,3,130,NA,NA
t0022722,2020,4,130,NA,NA
t0022722,2020,5,130,NA,NA
t0022722,2020,6,130,NA,NA
t0022722,2020,7,130,NA,NA
t0022722,2020,8,130,NA,NA
t0022722,2020,9,133,NA,NA
t0022722,2020,10,133,NA,NA
t0022722,2020,11,133,NA,NA
t0022722,2020,12,133,NA,NA
t0022722,2021,1,133,NA,NA
t0022722,2021,2,133,NA,NA
t0022799,2019,4,1,NA,NA
t0022799,2019,5,1,NA,NA
t0022799,2019,6,1,NA,NA
t0022799,2019,7,1,NA,NA
t0022799,2019,8,1,NA,NA
t0022799,2019,9,1,NA,NA
t0022799,2019,10,1,NA,NA
t0022799,2019,11,1,NA,NA
t0022799,2019,12,1,NA,NA
t0022799,2020,1,1,NA,NA
t0023026,2018,10,41,NA,NA
t0023026,2018,11,138,11,25
t0023026,2018,12,138,NA,NA
t0023026,2019,1,138,NA,NA
t0023026,2019,2,138,NA,NA
t0023026,2019,3,138,NA,NA
t0023026,2019,4,138,NA,NA
t0023026,2019,5,138,NA,NA
t0023026,2019,6,138,NA,NA
t0023026,2020,1,211,NA,NA
t0023026,2020,2,211,NA,NA
t0023026,2020,3,211,NA,NA
t0023026,2020,4,211,NA,NA
t0023026,2020,5,211,NA,NA
t0023026,2020,6,211,NA,NA
t0023026,2020,7,211,NA,NA
t0023026,2020,8,211,NA,NA
t0023026,2020,9,211,NA,NA
t0023026,2020,10,211,NA,NA
t0023026,2020,11,211,NA,NA
t0023026,2020,12,211,NA,NA
t0023026,2021,1,211,NA,NA
t0023026,2021,2,211,NA,NA
t0023218,2018,5,209,NA,NA
t0023218,2018,6,209,NA,NA
t0023218,2018,7,209,NA,NA
t0023218,2018,8,209,NA,NA
t0023218,2018,9,209,NA,NA
t0023218,2018,9,186,NA,NA
t0023218,2018,10,209,NA,NA
t0023218,2018,10,186,NA,NA
t0023218,2018,11,186,NA,NA
t0023218,2018,12,186,NA,NA
t0023218,2019,1,186,NA,NA
t0023218,2019,2,186,NA,NA
t0023218,2019,3,186,NA,NA
t0023218,2019,4,186,NA,NA
t0023218,2019,5,186,NA,NA
t0023218,2019,6,186,NA,NA
t0023218,2019,7,186,NA,NA
t0023218,2019,8,186,NA,NA
t0023218,2019,9,213,11,25
t0023218,2019,10,213,11,25
t0023218,2019,11,213,11,25
t0023218,2019,12,213,11,25
t0023218,2020,1,213,11,25
t0023218,2020,2,213,11,25
t0023218,2020,3,213,11,25
t0023218,2020,4,213,NA,NA
t0023218,2020,5,213,NA,NA
t0023218,2020,6,213,NA,NA
t0023218,2020,7,213,NA,NA
t0023218,2020,8,213,NA,NA
t0023218,2020,9,213,NA,NA
t0023218,2020,10,213,NA,NA
t0023218,2020,4,205,NA,NA
t0023218,2020,5,205,NA,NA
t0023218,2020,6,205,NA,NA
t0023218,2020,7,205,NA,NA
t0023218,2020,8,205,NA,NA
t0023218,2020,9,205,NA,NA
t0023218,2020,10,205,NA,NA
t0023218,2020,11,205,NA,NA
t0023218,2020,12,205,NA,NA
t0023218,2021,1,205,NA,NA
t0023218,2021,2,205,NA,NA
t0023281,2019,4,80,NA,NA
t0023281,2019,5,80,11,25
t0023281,2019,6,80,NA,NA
t0023281,2019,7,80,NA,NA
t0023281,2019,8,80,NA,NA
t0023281,2019,9,80,NA,NA
t0023281,2019,10,80,NA,NA
t0023281,2019,11,80,NA,NA
t0023281,2019,12,80,NA,NA
t0023281,2020,1,80,NA,NA
t0023281,2020,2,80,11,25
t0023281,2020,3,80,11,25
t0023281,2020,4,80,NA,NA
t0023281,2020,5,80,NA,NA
t0023281,2020,6,80,NA,NA
t0023281,2020,7,80,NA,NA
t0023281,2020,8,80,NA,NA
t0023281,2020,9,768,NA,NA
t0023281,2020,10,768,NA,NA
t0023281,2020,11,768,NA,NA
t0023281,2020,12,768,NA,NA
t0023281,2021,1,768,NA,NA
t0023281,2021,2,768,NA,NA
t0023511,2019,9,7,NA,NA
t0023511,2019,10,7,NA,NA
t0023511,2019,11,7,NA,NA
t0023511,2019,12,7,NA,NA
t0023511,2020,1,7,NA,NA
t0023511,2020,2,7,NA,NA
t0023511,2020,3,7,NA,NA
t0023511,2020,4,7,NA,NA
t0023511,2020,5,7,NA,NA
t0023511,2020,6,7,NA,NA
t0023511,2020,7,7,NA,NA
t0023511,2020,8,7,NA,NA
t0023511,2020,9,7,NA,NA
t0023511,2020,10,7,NA,NA
t0023511,2020,11,7,NA,NA
t0023511,2020,12,7,NA,NA
t0023511,2021,1,7,NA,NA
t0023511,2021,2,7,NA,NA
t0023518,2018,6,38,NA,NA
t0023518,2018,7,115,NA,NA
t0023518,2018,8,115,11,25
t0023518,2018,9,115,11,25
t0023518,2018,10,115,11,25
t0023518,2018,11,115,11,25
t0023518,2018,12,115,11,25
t0023518,2019,1,115,NA,NA
t0023518,2019,2,115,NA,NA
t0023518,2019,3,115,NA,NA
t0023518,2019,4,115,NA,NA
t0023518,2019,5,115,11,25
t0023518,2019,6,115,NA,NA
t0023518,2019,7,115,NA,NA
t0023518,2019,8,115,NA,NA
t0023518,2019,9,115,11,25
t0023518,2019,6,80,NA,NA
t0023518,2019,7,80,NA,NA
t0023518,2019,8,80,NA,NA
t0023518,2019,9,80,11,25
t0023518,2019,10,80,NA,NA
t0023518,2019,10,115,NA,NA
t0023518,2019,11,80,NA,NA
t0023518,2019,12,80,NA,NA
t0023518,2020,1,80,NA,NA
t0023518,2020,2,80,NA,NA
t0023518,2020,3,80,NA,NA
t0023518,2020,4,80,NA,NA
t0023518,2020,5,80,NA,NA
t0023518,2020,6,80,NA,NA
t0023518,2020,7,80,NA,NA
t0023518,2020,8,80,NA,NA
t0023518,2020,9,80,NA,NA
t0023518,2020,10,80,NA,NA
t0023518,2020,11,80,NA,NA
t0023518,2020,12,345,NA,NA
t0023518,2021,1,345,NA,NA
t0023518,2021,2,345,NA,NA
t0023536,2019,2,564,NA,NA
t0023536,2019,3,564,11,25
t0023536,2019,4,564,11,25
t0023536,2019,5,564,11,25
t0023536,2019,6,564,11,25
t0023536,2019,4,249,11,25
t0023536,2019,5,249,11,25
t0023536,2019,6,249,11,25
t0023536,2019,7,249,11,25
t0023536,2019,8,249,11,25
t0023536,2019,9,249,11,25
t0023536,2019,10,249,11,25
t0023536,2019,11,249,11,25
t0023536,2019,12,249,11,25
t0023536,2019,12,174,11,25
t0023536,2020,1,174,11,25
t0023536,2020,2,174,11,25
t0023564,2018,6,21,NA,NA
t0023564,2018,7,69,NA,NA
t0023564,2018,8,69,NA,NA
t0023564,2018,9,69,NA,NA
t0023564,2018,10,69,NA,NA
t0023564,2018,11,69,NA,NA
t0023564,2018,12,69,NA,NA
t0023564,2019,1,69,NA,NA
t0023564,2019,2,69,NA,NA
t0023564,2019,3,69,11,25
t0023564,2019,4,69,NA,NA
t0023564,2019,5,69,NA,NA
t0023564,2019,6,69,NA,NA
t0023564,2019,7,69,NA,NA
t0023564,2019,8,69,NA,NA
t0023564,2019,9,438,NA,NA
t0023580,2018,6,202,11,25
t0023580,2018,7,202,NA,NA
t0023580,2018,8,202,11,25
t0023580,2019,12,348,11,25
t0023580,2020,1,348,NA,NA
t0023580,2020,2,348,11,25
t0023580,2020,3,348,11,25
t0023580,2020,4,348,NA,NA
t0023580,2020,5,348,NA,NA
t0023580,2020,6,348,NA,NA
t0023580,2020,7,348,NA,NA
t0023580,2020,8,348,NA,NA
t0023580,2020,9,348,NA,NA
t0023580,2020,10,348,NA,NA
t0023580,2020,11,348,NA,NA
t0023580,2020,5,287,NA,NA
