Customer,y,m,rentFees,d,lateFees
t0007886,2017,1,19,11,25
t0007886,2017,2,19,NA,NA
t0007886,2017,3,19,NA,NA
t0007886,2017,4,19,11,25
t0007886,2017,5,19,NA,NA
t0007886,2017,6,19,NA,NA
t0007886,2017,7,19,NA,NA
t0007886,2017,8,19,NA,NA
t0007886,2017,9,19,NA,NA
t0007886,2017,10,19,NA,NA
t0007886,2017,11,19,NA,NA
t0007886,2017,12,150,11,25
t0007886,2018,1,150,11,25
t0007886,2018,2,150,NA,NA
t0007886,2018,3,150,NA,NA
t0007886,2018,4,150,11,25
t0007886,2018,5,150,11,25
t0007886,2018,6,150,11,25
t0007886,2018,7,150,11,25
t0007886,2018,8,150,11,25
t0007886,2018,9,150,11,25
t0007886,2018,10,150,11,25
t0007886,2018,11,150,11,25
t0007886,2018,12,150,NA,NA
t0007886,2019,1,374,11,25
t0007886,2019,2,374,11,25
t0007886,2019,3,374,NA,NA
t0007886,2019,4,374,11,25
t0007886,2019,5,374,11,25
t0007886,2019,6,374,11,25
t0007886,2019,7,374,11,25
t0007886,2019,8,374,11,25
t0007886,2019,9,374,11,25
t0007886,2019,10,374,11,25
t0007886,2019,11,374,11,25
t0007886,2019,12,374,11,25
t0007886,2020,1,374,11,25
t0007886,2020,2,374,11,25
t0007886,2020,3,374,11,25
t0007886,2020,4,374,NA,NA
t0007886,2020,5,374,NA,NA
t0007886,2020,6,374,NA,NA
t0007886,2020,7,374,NA,NA
t0007886,2020,8,374,NA,NA
t0007886,2020,9,374,NA,NA
t0007886,2020,10,374,NA,NA
t0007886,2020,11,386,NA,NA
t0007886,2020,12,386,NA,NA
t0007886,2021,1,386,NA,NA
t0007886,2021,2,386,NA,NA
t0007966,2019,7,11,NA,NA
t0007966,2019,8,11,11,25
t0007966,2019,9,11,11,25
t0007966,2019,10,11,11,25
t0007966,2019,11,11,11,25
t0007966,2019,12,11,11,25
t0007966,2020,1,11,NA,NA
t0007966,2020,2,11,NA,NA
t0007966,2020,3,15,NA,NA
t0007966,2020,4,15,NA,NA
t0007966,2020,5,15,NA,NA
t0007966,2020,6,15,NA,NA
t0007966,2020,7,15,NA,NA
t0007966,2020,8,15,NA,NA
t0007966,2020,9,15,NA,NA
t0007966,2020,10,15,NA,NA
t0007966,2020,11,15,NA,NA
t0007966,2020,12,15,NA,NA
t0007966,2021,1,15,NA,NA
t0007966,2021,2,15,NA,NA
t0010101,2017,5,46,NA,NA
t0010101,2017,6,46,11,25
t0010101,2017,7,46,11,25
t0010101,2017,8,46,NA,NA
t0010901,2017,1,90,11,25
t0010901,2017,2,90,NA,NA
t0010901,2017,3,90,NA,NA
t0010901,2017,4,90,NA,NA
t0010901,2017,5,90,NA,NA
t0010901,2017,6,90,NA,NA
t0010901,2017,7,90,NA,NA
t0010901,2017,8,90,11,25
t0010901,2017,9,49,11,25
t0010901,2018,10,3,NA,NA
t0010901,2018,11,3,NA,NA
t0010901,2018,12,3,NA,NA
t0010901,2019,1,3,NA,NA
t0010901,2019,2,3,NA,NA
t0010901,2019,3,3,NA,NA
t0010901,2019,4,3,NA,NA
t0010901,2019,5,3,NA,NA
t0010901,2019,6,3,NA,NA
t0010901,2019,7,3,NA,NA
t0010901,2019,8,3,NA,NA
t0010901,2019,9,3,NA,NA
t0010901,2019,10,3,NA,NA
t0010901,2019,11,3,NA,NA
t0010901,2019,12,3,NA,NA
t0010901,2020,1,3,NA,NA
t0010901,2020,2,3,NA,NA
t0010901,2020,3,3,NA,NA
t0010901,2020,4,3,NA,NA
t0010901,2020,5,3,NA,NA
t0010901,2020,6,3,NA,NA
t0010901,2020,7,173,NA,NA
t0010901,2020,8,173,NA,NA
t0010901,2020,9,173,NA,NA
t0010901,2020,10,173,NA,NA
t0010901,2020,11,173,NA,NA
t0010901,2020,12,173,NA,NA
t0010901,2021,1,173,NA,NA
t0010901,2021,2,173,NA,NA
t0010907,2017,9,78,NA,NA
t0010907,2017,10,78,NA,NA
t0010907,2017,11,78,NA,NA
t0010907,2017,12,78,11,25
t0010907,2018,1,78,11,25
t0010907,2018,2,78,11,25
t0010907,2018,3,78,11,25
t0010907,2018,4,78,NA,NA
t0010907,2018,3,73,11,25
t0010920,2017,1,40,11,25
t0010920,2017,2,40,NA,NA
t0010920,2017,3,40,NA,NA
t0010920,2017,4,40,NA,NA
t0010920,2017,5,40,NA,NA
t0010920,2017,6,40,NA,NA
t0010920,2017,7,40,11,25
t0010920,2017,8,40,NA,NA
t0010920,2017,9,40,NA,NA
t0010920,2017,10,455,11,25
t0010944,2017,1,145,NA,NA
t0010944,2017,2,145,NA,NA
t0010944,2017,3,145,NA,NA
t0010944,2017,4,145,NA,NA
t0010944,2017,5,145,NA,NA
t0010944,2017,6,145,NA,NA
t0010944,2017,7,145,NA,NA
t0010944,2017,8,145,NA,NA
t0010944,2017,9,145,NA,NA
t0010944,2017,10,146,NA,NA
t0010944,2017,11,146,NA,NA
t0010944,2017,12,146,11,25
t0010944,2018,1,146,11,25
t0010944,2018,2,146,NA,NA
t0010944,2018,3,146,NA,NA
t0010944,2018,4,146,11,25
t0010944,2018,5,146,NA,NA
t0010944,2018,6,146,NA,NA
t0010944,2018,7,146,NA,NA
t0010944,2018,8,146,NA,NA
t0010944,2018,9,146,NA,NA
t0010944,2018,10,146,NA,NA
t0010944,2018,11,146,NA,NA
t0010944,2018,12,146,NA,NA
t0010944,2019,1,146,NA,NA
t0010944,2019,2,146,NA,NA
t0010944,2019,3,146,NA,NA
t0010944,2019,4,146,NA,NA
t0010944,2019,5,146,NA,NA
t0010944,2019,6,146,NA,NA
t0010944,2019,7,146,NA,NA
t0010944,2019,8,146,NA,NA
t0010944,2019,9,146,NA,NA
t0010944,2019,10,146,NA,NA
t0010944,2019,11,146,NA,NA
t0010944,2019,12,146,NA,NA
t0010944,2020,1,146,NA,NA
t0010944,2020,2,146,NA,NA
t0010944,2020,3,146,NA,NA
t0010944,2020,4,146,NA,NA
t0010944,2020,5,146,NA,NA
t0010944,2020,6,146,NA,NA
t0010944,2020,7,146,NA,NA
t0010944,2020,8,146,NA,NA
t0010944,2020,9,163,NA,NA
t0010944,2020,10,163,NA,NA
t0010944,2020,11,163,NA,NA
t0010944,2020,12,163,NA,NA
t0010944,2021,1,163,NA,NA
t0010944,2021,2,163,NA,NA
t0010952,2017,10,5,NA,NA
t0010952,2017,11,5,NA,NA
t0010952,2017,12,5,NA,NA
t0010952,2018,1,5,NA,NA
t0010952,2018,2,5,NA,NA
t0010952,2018,3,5,NA,NA
t0010952,2018,4,5,NA,NA
t0010952,2018,5,5,NA,NA
t0010952,2018,6,5,NA,NA
t0010952,2018,7,5,NA,NA
t0010952,2018,8,5,NA,NA
t0010952,2018,9,5,NA,NA
t0010952,2018,10,214,NA,NA
t0010952,2018,10,214,NA,NA
t0010952,2018,11,128,NA,NA
t0010952,2018,12,128,NA,NA
t0010952,2019,1,128,NA,NA
t0010952,2018,12,88,NA,NA
t0010952,2019,1,88,NA,NA
t0010952,2019,2,128,NA,NA
t0010952,2019,2,88,NA,NA
t0010952,2019,3,88,NA,NA
t0010952,2019,4,88,NA,NA
t0010952,2019,5,88,NA,NA
t0010952,2019,6,88,NA,NA
t0010952,2019,6,3,NA,NA
t0010971,2018,10,172,11,25
t0010971,2018,11,172,11,25
t0010971,2018,12,172,11,25
t0010971,2019,1,172,NA,NA
t0010971,2019,2,172,11,25
t0010971,2019,3,172,NA,NA
t0010971,2019,4,172,11,25
t0010971,2019,5,172,11,25
t0010971,2019,6,172,11,25
t0010971,2019,7,172,11,25
t0010971,2019,8,172,11,25
t0010971,2019,9,172,11,25
t0010971,2019,10,172,11,25
t0010971,2019,11,172,11,25
t0010971,2019,12,172,11,25
t0010971,2020,1,172,11,25
t0010971,2020,2,172,11,25
t0010971,2020,3,172,11,25
t0010971,2020,4,172,NA,NA
t0010971,2020,5,172,NA,NA
t0010971,2020,6,172,NA,NA
t0010971,2020,7,172,NA,NA
t0010971,2020,8,172,NA,NA
t0010971,2020,9,179,NA,NA
t0010971,2020,10,179,NA,NA
t0010971,2020,11,179,NA,NA
t0010971,2020,12,179,NA,NA
t0010971,2021,1,179,NA,NA
t0010971,2021,2,179,NA,NA
t0012238,2017,1,547,NA,NA
t0012238,2017,2,547,NA,NA
t0012238,2017,3,547,NA,NA
t0012238,2017,4,547,NA,NA
t0012238,2017,5,547,NA,NA
t0012238,2017,6,140,NA,NA
t0012238,2017,7,140,NA,NA
t0012238,2017,8,140,NA,NA
t0012238,2017,9,140,NA,NA
t0012238,2017,10,140,NA,NA
t0012238,2017,11,140,NA,NA
t0012238,2017,12,119,NA,NA
t0012238,2018,1,119,NA,NA
t0012238,2018,2,119,NA,NA
t0012238,2018,3,119,NA,NA
t0012238,2018,4,119,NA,NA
t0012238,2018,5,119,NA,NA
t0012238,2018,6,119,NA,NA
t0012238,2018,7,119,NA,NA
t0012238,2018,8,119,NA,NA
t0012238,2018,9,119,NA,NA
t0012238,2018,10,119,NA,NA
t0012238,2018,11,119,NA,NA
t0012238,2018,12,119,NA,NA
t0012238,2019,1,119,NA,NA
t0012238,2019,2,234,NA,NA
t0012238,2018,12,203,NA,NA
t0012238,2019,1,203,NA,NA
t0012238,2019,2,203,NA,NA
t0012238,2019,3,243,NA,NA
t0012238,2019,3,203,NA,NA
t0012238,2019,4,203,NA,NA
t0012238,2019,5,203,NA,NA
t0012238,2019,6,203,NA,NA
t0012238,2019,7,203,NA,NA
t0012238,2019,8,203,NA,NA
t0012238,2019,9,203,NA,NA
t0012238,2019,10,203,NA,NA
t0012238,2019,11,203,NA,NA
t0012238,2019,12,203,NA,NA
t0012238,2020,1,203,NA,NA
t0012238,2020,2,203,NA,NA
t0012238,2020,3,203,NA,NA
t0012238,2020,4,203,NA,NA
t0012238,2020,5,203,NA,NA
t0012238,2020,6,203,NA,NA
t0012238,2020,7,248,NA,NA
t0012238,2020,8,248,NA,NA
t0012238,2020,9,248,NA,NA
t0012238,2020,10,248,NA,NA
t0012238,2020,11,248,NA,NA
t0012238,2020,12,248,NA,NA
t0012238,2021,1,248,NA,NA
t0012238,2021,2,248,NA,NA
t0012759,2017,1,145,NA,NA
t0012759,2017,2,145,NA,NA
t0012759,2017,3,145,NA,NA
t0012759,2017,4,145,NA,NA
t0012759,2017,5,145,11,25
t0012759,2017,6,145,NA,NA
t0012759,2017,7,145,11,25
t0012759,2017,8,145,11,25
t0012759,2017,8,135,11,25
t0013251,2017,2,152,NA,NA
t0013251,2017,3,152,NA,NA
t0013251,2017,4,152,NA,NA
t0013251,2017,5,152,NA,NA
t0013251,2017,6,152,NA,NA
t0013251,2017,7,152,11,25
t0013251,2017,8,152,11,25
t0013251,2017,9,152,11,25
t0013251,2017,10,152,11,25
t0013251,2017,11,152,11,25
t0013251,2017,12,152,11,25
t0013251,2018,1,152,11,25
t0013251,2018,2,453,11,25
t0013251,2018,3,453,11,25
t0013251,2018,2,3,11,25
t0013251,2018,3,3,11,25
t0013251,2018,4,453,11,25
t0013251,2018,4,3,11,25
t0013251,2018,5,3,11,25
t0013251,2018,6,3,11,25
t0013251,2018,7,3,11,25
t0013251,2018,8,3,NA,NA
t0013251,2018,9,3,11,25
t0013251,2018,10,3,NA,NA
t0013251,2018,11,3,11,25
t0013251,2018,12,3,11,25
t0013251,2019,1,3,11,25
t0013251,2019,2,3,11,25
t0013251,2019,3,3,NA,NA
t0013251,2019,4,3,11,25
t0013251,2019,5,3,11,25
t0013251,2019,6,3,11,25
t0013251,2019,7,3,11,25
t0013251,2019,8,3,11,25
t0013251,2019,9,3,11,25
t0013251,2019,10,3,11,25
t0013251,2019,11,3,11,25
t0013251,2019,12,3,11,25
t0013251,2020,1,3,11,25
t0013251,2020,2,3,NA,NA
t0013251,2020,3,3,NA,NA
t0013251,2020,4,3,NA,NA
t0013251,2020,5,3,NA,NA
t0013251,2020,6,3,NA,NA
t0013251,2020,7,3,NA,NA
t0013251,2020,8,3,NA,NA
t0013251,2020,9,3,NA,NA
t0013251,2020,10,3,NA,NA
t0013251,2020,11,3,NA,NA
t0013251,2020,12,3,NA,NA
t0013251,2021,1,3,NA,NA
t0036957,2019,4,145,NA,NA
t0036957,2019,5,145,NA,NA
t0036957,2019,6,145,11,25
t0036957,2019,7,145,NA,NA
t0036957,2019,8,145,NA,NA
t0036957,2019,9,145,11,25
t0036957,2019,10,145,11,25
t0036957,2019,11,145,11,25
t0036957,2019,12,145,11,25
t0036957,2020,1,145,11,25
t0036957,2020,2,145,11,25
t0036957,2020,3,145,11,25
t0036957,2020,4,145,NA,NA
t0036957,2020,5,145,NA,NA
t0036957,2020,6,145,NA,NA
t0036957,2020,7,145,NA,NA
t0036957,2020,8,145,NA,NA
t0036957,2020,9,145,NA,NA
t0036957,2020,10,145,NA,NA
t0036957,2020,11,145,NA,NA
t0036957,2020,12,145,NA,NA
t0036957,2021,1,145,NA,NA
t0036957,2021,2,145,NA,NA
t0007493,2019,4,38,NA,NA
t0007493,2019,5,142,NA,NA
t0007493,2019,6,142,NA,NA
t0007493,2019,7,142,NA,NA
t0007493,2019,8,142,NA,NA
t0007493,2019,9,142,NA,NA
t0007493,2019,10,149,11,25
t0007493,2019,11,149,11,25
t0007493,2019,12,149,11,25
t0007493,2020,1,149,NA,NA
t0007493,2020,2,149,NA,NA
t0007493,2020,3,149,NA,NA
t0007493,2020,4,149,NA,NA
t0007493,2020,5,149,NA,NA
t0007493,2020,6,149,NA,NA
t0007493,2020,7,149,NA,NA
t0007493,2020,8,149,NA,NA
t0007493,2020,9,149,NA,NA
t0007493,2020,10,149,NA,NA
t0007493,2020,11,149,NA,NA
t0007493,2020,12,149,NA,NA
t0007493,2021,1,149,NA,NA
t0007493,2021,2,149,NA,NA
t0007566,2019,8,17,NA,NA
t0007566,2019,9,17,NA,NA
t0007566,2019,10,17,NA,NA
t0007566,2019,11,17,NA,NA
t0007566,2019,12,17,NA,NA
t0007566,2020,1,17,NA,NA
t0007566,2020,2,17,NA,NA
t0007566,2020,3,17,NA,NA
t0007566,2020,4,17,NA,NA
t0007566,2020,5,17,NA,NA
t0007566,2020,6,17,NA,NA
t0007566,2020,7,17,NA,NA
t0007566,2020,8,17,NA,NA
t0007566,2020,9,17,NA,NA
t0007763,2017,1,15,NA,NA
t0007763,2017,1,94,NA,NA
t0007763,2017,2,15,NA,NA
t0007763,2017,2,94,NA,NA
t0007763,2017,3,15,NA,NA
t0007763,2017,3,387,NA,NA
t0007763,2017,4,15,11,25
t0007763,2017,4,387,11,25
t0007763,2017,5,15,NA,NA
t0007763,2017,5,387,NA,NA
t0007763,2017,6,10,NA,NA
t0007763,2017,6,387,NA,NA
t0007763,2017,4,95,11,25
t0007763,2017,5,95,NA,NA
t0007763,2017,6,95,NA,NA
t0007763,2017,7,387,NA,NA
t0007763,2017,7,95,NA,NA
t0007763,2017,8,95,NA,NA
t0007763,2017,9,95,NA,NA
t0007763,2017,10,95,NA,NA
t0007763,2017,11,95,13,25
t0007763,2017,12,95,NA,NA
t0007763,2018,1,95,NA,NA
t0007763,2018,2,95,11,25
t0007763,2018,3,95,NA,NA
t0007763,2018,4,95,NA,NA
t0007763,2018,5,95,NA,NA
t0007763,2018,6,95,NA,NA
t0007763,2018,7,95,NA,NA
t0007763,2018,3,158,NA,NA
t0007763,2018,4,158,NA,NA
t0007763,2018,5,158,NA,NA
t0007763,2018,6,158,NA,NA
t0007763,2018,7,158,NA,NA
t0007763,2018,8,158,11,25
t0007763,2018,9,158,11,25
t0007763,2018,10,158,11,25
t0007763,2018,11,158,NA,NA
t0007763,2018,12,158,NA,NA
t0007763,2019,1,158,11,25
t0007763,2019,2,158,11,25
t0007763,2019,3,158,11,25
t0007763,2019,4,158,11,25
t0007763,2019,5,158,NA,NA
t0007763,2019,6,158,11,25
t0007763,2019,7,158,11,25
t0007763,2019,8,158,11,25
t0007763,2019,9,158,11,25
t0007763,2019,10,158,11,25
t0007763,2019,11,158,11,25
t0007763,2019,12,158,11,25
t0007763,2020,1,158,11,25
t0007763,2020,2,158,11,25
t0007763,2020,3,158,11,25
t0007763,2020,4,158,NA,NA
t0007763,2020,5,158,NA,NA
t0007763,2020,6,158,NA,NA
t0007763,2020,7,158,NA,NA
t0007763,2020,8,158,NA,NA
t0007763,2020,9,158,NA,NA
t0007763,2020,10,158,NA,NA
t0007763,2020,11,158,NA,NA
t0007763,2020,12,158,NA,NA
t0007763,2021,1,158,NA,NA
t0007763,2021,2,158,NA,NA
t0008175,2020,10,381,NA,NA
t0008175,2020,11,381,NA,NA
t0008175,2020,12,381,NA,NA
t0008175,2021,1,381,NA,NA
t0008175,2021,2,381,NA,NA
t0008439,2017,1,139,NA,NA
t0008439,2017,2,139,NA,NA
t0008439,2017,3,139,13,25
t0008439,2017,4,139,NA,NA
t0008439,2017,5,139,NA,NA
t0008439,2017,6,139,NA,NA
t0008439,2017,7,139,NA,NA
t0008439,2017,8,139,16,25
t0008439,2017,9,139,NA,NA
t0008439,2017,9,133,NA,NA
t0008439,2017,10,139,NA,NA
t0008439,2017,10,133,NA,NA
t0008439,2017,11,133,NA,NA
t0008439,2017,12,133,NA,NA
t0008439,2018,1,133,NA,NA
t0008439,2018,2,133,NA,NA
t0008439,2018,3,133,NA,NA
t0008439,2018,4,133,NA,NA
t0008439,2018,5,133,11,25
t0008439,2018,6,133,NA,NA
t0008439,2018,7,133,11,25
t0008439,2018,8,133,NA,NA
t0008439,2018,9,133,NA,NA
t0008439,2018,10,133,NA,NA
t0008439,2018,11,133,NA,NA
t0008439,2018,12,133,NA,NA
t0008439,2018,9,137,NA,NA
t0008439,2018,10,137,NA,NA
t0008439,2018,11,137,NA,NA
t0008439,2018,12,137,NA,NA
t0008439,2019,1,137,11,25
t0008439,2019,2,137,NA,NA
t0008439,2019,3,137,11,25
t0008439,2019,4,137,NA,NA
t0008439,2019,5,137,NA,NA
t0008439,2019,6,137,NA,NA
t0008439,2019,7,137,NA,NA
t0008439,2019,8,137,NA,NA
t0008439,2019,9,137,11,25
t0008439,2019,10,986,11,25
t0008439,2019,11,986,NA,NA
t0008439,2019,10,137,11,25
t0008439,2019,11,137,NA,NA
t0008439,2019,12,137,11,25
t0008439,2020,1,137,11,25
t0008439,2020,2,137,11,25
t0008439,2020,3,137,11,25
t0008439,2020,4,137,NA,NA
t0008439,2020,5,137,NA,NA
t0008439,2020,6,137,NA,NA
t0008439,2020,7,137,NA,NA
t0008439,2020,8,137,NA,NA
t0008439,2020,9,137,NA,NA
t0008439,2020,10,137,NA,NA
t0008439,2020,11,137,NA,NA
t0008439,2020,12,137,NA,NA
t0008439,2021,1,137,NA,NA
t0008439,2021,2,137,NA,NA
t0008532,2017,1,149,NA,NA
t0008532,2017,2,149,NA,NA
t0008532,2017,3,149,NA,NA
t0008532,2017,4,149,NA,NA
t0008532,2017,5,149,NA,NA
t0008532,2017,6,149,NA,NA
t0008532,2017,7,149,NA,NA
t0008532,2017,8,149,NA,NA
t0008532,2017,9,149,NA,NA
t0008532,2017,10,149,NA,NA
t0008532,2017,11,149,NA,NA
t0008532,2017,11,150,NA,NA
t0008532,2017,12,149,NA,NA
t0008532,2017,12,150,NA,NA
t0008532,2018,1,150,NA,NA
t0008532,2018,2,150,NA,NA
t0008532,2018,3,150,NA,NA
t0008532,2018,4,150,NA,NA
t0008532,2018,5,150,11,25
t0008532,2018,6,150,NA,NA
t0008532,2018,7,150,NA,NA
t0008532,2018,8,150,NA,NA
t0008532,2018,9,150,NA,NA
t0008532,2018,10,150,NA,NA
t0008532,2018,11,150,NA,NA
t0008532,2018,12,150,NA,NA
t0008532,2018,11,455,NA,NA
t0008532,2018,12,455,NA,NA
t0008532,2019,1,455,11,25
t0008532,2019,2,455,NA,NA
t0008532,2019,3,455,NA,NA
t0008532,2019,4,455,NA,NA
t0008532,2019,5,455,NA,NA
t0008532,2019,6,455,NA,NA
t0008532,2019,7,455,NA,NA
t0008532,2019,8,455,NA,NA
t0008532,2019,9,455,NA,NA
t0008532,2019,10,455,11,25
t0008532,2019,11,455,11,25
t0008532,2019,12,455,11,25
t0008532,2020,1,455,11,25
t0008532,2020,2,455,11,25
t0008532,2020,3,455,11,25
t0008532,2019,11,94,11,25
t0008532,2019,12,94,11,25
t0008532,2020,1,94,11,25
t0008532,2020,2,94,11,25
t0008532,2020,3,94,11,25
t0008532,2020,4,94,NA,NA
t0008532,2020,5,94,NA,NA
t0008532,2020,6,94,NA,NA
t0008532,2020,7,94,NA,NA
t0008532,2020,8,94,NA,NA
t0008532,2020,9,94,NA,NA
t0008532,2020,10,94,NA,NA
t0008532,2020,11,94,NA,NA
t0008532,2020,12,94,NA,NA
t0008532,2021,1,94,NA,NA
t0008532,2021,2,94,NA,NA
t0009073,2018,1,110,NA,NA
t0009073,2018,2,412,NA,NA
t0009073,2018,3,412,NA,NA
t0009073,2018,4,412,NA,NA
t0009073,2018,1,88,NA,NA
t0009073,2018,2,330,NA,NA
t0009073,2018,3,330,NA,NA
t0009073,2018,4,330,NA,NA
t0009073,2018,5,330,NA,NA
t0009073,2018,6,330,NA,NA
t0009073,2018,7,330,NA,NA
t0009073,2018,8,330,NA,NA
t0009073,2018,9,330,NA,NA
t0009073,2018,10,330,NA,NA
t0009073,2018,11,330,NA,NA
t0009073,2018,12,330,NA,NA
t0009073,2019,1,330,11,25
t0009073,2019,2,330,11,25
t0009073,2019,1,142,11,25
t0009073,2019,2,142,11,25
t0009073,2019,3,142,11,25
t0009073,2019,4,142,NA,NA
t0009073,2019,5,142,NA,NA
t0009073,2019,6,142,NA,NA
t0009073,2019,7,142,NA,NA
t0009073,2019,8,142,NA,NA
t0009073,2019,9,142,NA,NA
t0009073,2019,10,142,NA,NA
t0009073,2019,11,142,11,25
t0009073,2019,12,142,11,25
t0009073,2020,1,142,11,25
t0009073,2020,2,142,11,25
t0009073,2020,3,142,NA,NA
t0009073,2020,4,490,NA,NA
t0009073,2020,5,490,NA,NA
t0009073,2020,6,490,NA,NA
t0009073,2020,7,490,NA,NA
t0009073,2020,8,490,NA,NA
t0009073,2020,9,490,NA,NA
t0009073,2020,10,490,NA,NA
t0009073,2020,11,490,NA,NA
t0009073,2020,12,490,NA,NA
t0009073,2021,1,490,NA,NA
t0009073,2021,2,490,NA,NA
t0009216,2020,6,113,NA,NA
t0009216,2020,7,113,NA,NA
t0009216,2020,8,113,NA,NA
t0009216,2020,9,113,NA,NA
t0009216,2020,10,113,NA,NA
t0009216,2020,11,113,NA,NA
t0009216,2020,12,113,NA,NA
t0009216,2021,1,113,NA,NA
t0009216,2021,2,113,NA,NA
t0009891,2017,1,918,NA,NA
t0009891,2017,2,918,NA,NA
t0009891,2016,11,918,NA,NA
t0009891,2017,3,918,13,25
t0009891,2017,4,918,11,25
t0009891,2017,5,918,11,25
t0009891,2017,6,918,NA,NA
t0009891,2017,7,918,NA,NA
t0009891,2017,8,918,NA,NA
t0009891,2017,9,918,NA,NA
t0009891,2017,10,918,NA,NA
t0009891,2017,10,25,NA,NA
t0009891,2017,11,918,13,25
t0009891,2017,12,918,NA,NA
t0009891,2018,1,918,NA,NA
t0009891,2018,2,918,11,25
t0009891,2018,3,918,NA,NA
t0009891,2018,4,918,NA,NA
t0009891,2018,5,918,11,25
t0009891,2018,6,918,NA,NA
t0009891,2017,11,853,13,25
t0009891,2017,12,853,NA,NA
t0009891,2018,1,853,NA,NA
t0009891,2018,2,853,11,25
t0009891,2018,3,853,NA,NA
t0009891,2018,4,853,NA,NA
t0009891,2018,5,853,11,25
t0009891,2018,6,853,NA,NA
t0009891,2018,7,853,NA,NA
t0009891,2018,8,853,NA,NA
t0009891,2018,9,853,NA,NA
t0009891,2018,10,853,11,25
t0009891,2018,11,853,NA,NA
t0009891,2018,12,853,NA,NA
t0009891,2018,11,986,NA,NA
t0009891,2018,12,986,NA,NA
t0009891,2019,1,986,11,25
t0009891,2019,2,986,11,25
t0009891,2019,3,986,11,25
t0009891,2019,4,986,11,25
t0009891,2019,5,986,11,25
t0009891,2019,6,986,11,25
t0009891,2019,7,986,11,25
t0009891,2019,8,986,11,25
t0009891,2019,9,986,11,25
t0009891,2019,10,986,11,25
t0009891,2019,11,986,11,25
t0009891,2019,12,986,11,25
t0009891,2020,1,986,NA,NA
t0009891,2020,2,986,11,25
t0009891,2020,3,986,11,25
t0009891,2020,4,986,NA,NA
t0009891,2020,5,986,NA,NA
t0009891,2020,6,986,NA,NA
t0009891,2020,7,986,NA,NA
t0009891,2020,8,986,NA,NA
t0009891,2020,9,986,NA,NA
t0009891,2020,10,986,NA,NA
t0009891,2020,11,986,NA,NA
t0009891,2020,12,986,NA,NA
t0009891,2021,1,986,NA,NA
t0009891,2021,2,986,NA,NA
t0009895,2017,1,159,NA,NA
t0009895,2017,2,159,NA,NA
t0009895,2017,3,159,NA,NA
t0009895,2017,4,159,NA,NA
t0009895,2017,5,159,NA,NA
t0009895,2017,6,159,NA,NA
t0009895,2017,7,159,NA,NA
t0009895,2017,8,159,NA,NA
t0009895,2017,9,159,NA,NA
t0009895,2017,10,159,NA,NA
t0009895,2017,11,159,NA,NA
t0009895,2017,12,159,NA,NA
t0009895,2018,1,159,NA,NA
t0009895,2018,2,159,NA,NA
t0009895,2018,3,159,NA,NA
t0009895,2018,4,159,NA,NA
t0009895,2018,5,159,NA,NA
t0009895,2017,11,160,NA,NA
t0009895,2017,12,160,NA,NA
t0009895,2018,1,160,NA,NA
t0009895,2018,2,160,NA,NA
t0009895,2018,3,160,NA,NA
t0009895,2018,4,160,NA,NA
t0009895,2018,5,160,NA,NA
t0009895,2018,6,160,NA,NA
t0009895,2018,7,160,NA,NA
t0009895,2018,8,160,NA,NA
t0009895,2018,9,160,NA,NA
t0009895,2018,10,160,NA,NA
t0009895,2018,11,160,NA,NA
t0009895,2018,12,160,NA,NA
t0009895,2018,11,165,NA,NA
t0009895,2018,12,165,NA,NA
t0009895,2019,1,165,11,25
t0009895,2019,2,165,NA,NA
t0009895,2019,3,165,11,25
t0009895,2019,4,165,NA,NA
t0009895,2019,5,165,NA,NA
t0009895,2019,6,165,11,25
t0009895,2019,7,165,11,25
t0009896,2017,1,126,NA,NA
t0009896,2017,2,126,NA,NA
t0009896,2017,3,126,NA,NA
t0009896,2017,4,126,NA,NA
t0009896,2017,5,126,NA,NA
t0009896,2017,6,126,NA,NA
t0009896,2017,7,127,NA,NA
t0009896,2017,8,127,NA,NA
t0009896,2017,9,127,NA,NA
t0009896,2017,10,127,NA,NA
t0009896,2017,10,25,NA,NA
t0009896,2017,11,127,NA,NA
t0009896,2017,12,127,NA,NA
t0009896,2018,1,127,NA,NA
t0009896,2018,2,127,NA,NA
t0009896,2018,3,127,NA,NA
t0009896,2018,4,127,NA,NA
t0009896,2018,5,127,11,25
t0009896,2018,6,127,NA,NA
t0009896,2018,7,127,11,25
t0009896,2018,8,127,11,25
t0009896,2018,9,127,NA,NA
t0009896,2018,10,127,11,25
t0009896,2018,11,127,12,25
t0009896,2018,12,127,NA,NA
t0009896,2018,7,109,11,25
t0009896,2018,8,109,11,25
t0009896,2018,9,109,NA,NA
t0009896,2018,10,109,11,25
t0009896,2018,11,109,12,25
t0009896,2018,12,109,NA,NA
t0009896,2019,1,109,NA,NA
t0009896,2019,2,109,NA,NA
t0009896,2019,3,109,NA,NA
t0009896,2019,4,109,11,25
t0009896,2019,5,109,11,25
t0009896,2019,4,121,11,25
t0009896,2019,5,121,11,25
t0009896,2019,6,121,NA,NA
t0009896,2019,7,121,NA,NA
t0009896,2019,8,121,NA,NA
t0009896,2019,9,121,NA,NA
t0009896,2019,10,150,NA,NA
t0009896,2019,11,150,NA,NA
t0009896,2019,12,150,NA,NA
t0009896,2020,1,150,NA,NA
t0009896,2020,2,150,NA,NA
