tid,age,sex,num_hh,num_dep,num_br,income,rent,total_trans,late_trans
t0016387,57,F,2,0,1,12284,307,45,19
t0007905,62,M,1,0,1,9236,231,51,3
t0007906,67,F,1,0,2,15631,391,52,0
t0007907,62,F,1,0,1,6064,152,50,1
t0011780,59,F,1,0,2,9164,229,50,2
t0007869,61,M,1,0,2,14624,366,50,5
t0012042,64,M,1,0,1,9260,232,50,1
t0015720,55,M,1,0,1,4400,110,50,0
t0037029,61,F,1,0,1,8048,201,24,0
t0007855,79,M,1,0,1,9236,231,50,3
t0012497,82,M,1,0,1,7661,191,54,23
t0007848,65,M,2,0,1,8588,215,101,65
t0016853,64,M,1,0,1,16616,416,40,0
t0015707,61,F,1,0,1,9564,239,50,0
t0016896,57,M,1,0,1,9536,239,39,2
t0024992,57,F,1,0,1,8996,225,46,33
t0015528,78,M,1,0,2,8996,225,50,0
t0037540,68,M,1,0,1,9164,229,21,1
t0014908,65,M,1,0,1,8996,225,40,6
t0008510,75,F,1,0,1,9249,231,50,0
t0012328,59,M,1,0,1,9164,229,51,4
t0015791,57,M,1,0,2,9020,226,61,0
t0024890,60,M,1,0,1,8489,212,31,1
t0016884,73,M,1,0,1,9020,226,39,0
t0015654,73,M,1,0,2,9716,243,53,0
t0011356,74,M,1,0,1,9284,232,53,6
t0014898,73,M,1,0,1,11180,280,23,10
t0008364,67,M,3,1,1,11066,277,50,1
t0008156,75,M,1,0,1,9404,235,50,0
t0015482,55,M,1,0,1,8240,206,54,0
t0008114,71,M,1,0,1,10430,261,50,0
t0011277,60,F,1,0,1,5201,130,81,59
t0008116,64,M,1,0,1,13424,336,50,1
t0037539,57,F,1,0,1,7004,175,22,0
t0011276,77,M,1,0,1,19336,483,52,0
t0012455,60,M,1,0,1,8996,225,51,11
t0008209,64,F,1,0,1,11112,278,25,2
t0013252,57,F,1,0,2,8996,225,68,0
t0012373,62,F,1,0,1,200,50,24,6
t0024883,60,F,1,0,1,16616,416,40,15
t0015202,59,F,1,0,1,9164,229,50,0
t0008303,72,F,2,0,2,21560,539,50,1
t0015876,53,F,1,0,1,9164,229,64,45
t0016370,61,M,1,0,1,9404,235,44,12
t0010942,74,M,1,0,1,9020,226,62,0
t0013216,56,F,1,0,2,9164,229,50,23
t0013199,69,F,1,0,1,9404,235,50,4
t0008276,85,F,1,0,1,18278,457,50,4
t0036971,62,M,1,0,1,8492,212,26,10
t0012118,62,M,1,0,2,11528,288,50,5
t0037003,61,F,1,0,1,7208,180,26,0
t0008258,87,F,1,0,1,20162,504,53,0
t0008211,89,F,1,0,2,14963,374,50,1
t0016115,57,F,1,0,2,9164,229,58,0
t0024925,61,M,1,0,1,8048,201,35,20
t0008235,74,M,1,0,1,9404,235,50,13
t0010844,61,M,1,0,1,600,50,50,6
t0013434,57,F,1,0,2,9404,235,50,0
t0011239,58,F,1,0,1,4800,120,50,4
t0011034,64,M,1,0,1,5180,130,50,25
t0020783,57,M,2,0,2,9020,226,26,11
t0008045,57,F,2,0,2,13391,263,50,22
t0021892,27,F,4,3,4,8160,111,31,13
t0007866,39,F,3,2,2,0,-22,32,3
t0007873,61,F,1,0,2,8996,153,57,0
t0007592,38,F,4,3,4,20916,430,16,4
t0011353,50,F,2,0,4,6413,67,40,1
t0016337,31,F,5,4,3,10702,184,46,31
t0022799,29,F,4,3,2,2439,-11,10,0
t0007720,38,F,3,1,2,16778,347,3,0
t0008388,32,F,5,4,4,7248,88,51,28
t0009914,65,F,1,0,2,16662,345,57,7
t0007723,71,F,5,2,4,79803,0,51,2
t0023281,29,F,2,1,2,33591,768,23,3
t0013219,31,F,3,2,2,5664,70,36,16
t0016804,43,F,1,0,2,0,-22,29,18
t0016007,44,F,3,2,3,7656,107,58,29
t0007649,69,F,1,0,2,9020,154,51,20
t0007791,33,F,2,1,2,4580,43,38,22
t0011785,33,F,4,3,2,0,-22,6,0
t0014419,39,M,2,1,2,9906,176,63,48
t0011566,35,F,3,2,2,38961,0,59,9
t0012375,33,F,3,2,2,496,-22,11,0
t0007758,42,F,4,2,2,34560,792,48,19
t0013669,32,F,5,4,4,8480,119,58,9
t0007888,62,F,1,0,2,9404,163,46,3
t0015781,24,F,3,2,2,1123,-22,11,10
t0007802,31,F,4,3,2,6204,83,7,0
t0016013,46,F,2,1,2,12308,236,6,0
t0013087,28,F,3,2,2,5631,69,68,38
t0015789,33,F,2,1,2,8924,151,50,4
t0016418,31,F,5,4,4,0,-43,42,33
t0008097,36,F,4,2,4,19060,383,50,23
t0007506,58,F,1,0,3,17030,342,54,4
t0007509,40,F,4,2,3,8460,128,50,13
t0007510,65,F,1,0,3,9404,151,56,20
t0007120,69,F,1,0,4,9164,136,57,4
t0014176,35,M,2,0,2,9404,163,33,1
t0012726,41,F,3,1,3,0,-34,12,2
t0007497,34,M,2,1,2,17928,376,24,9
t0007591,48,F,2,1,3,2300,-26,12,9
t0007599,44,F,2,0,2,11076,205,50,29
t0007576,52,F,2,0,4,18004,357,50,5
t0007577,64,M,2,0,3,9164,145,50,26
t0007129,41,F,1,0,2,9224,159,50,29
b0007505,37,F,4,3,3,10390,167,11,0
t0015569,25,M,2,1,2,4500,41,52,34
t0007574,57,M,2,0,4,22074,459,61,38
t0014063,31,M,3,2,2,7360,112,41,29
t0007383,34,F,4,3,2,15893,325,30,18
t0034535,58,F,2,0,2,15871,325,64,19
t0007459,83,F,1,0,3,9164,145,50,3
t0023536,25,F,2,1,2,120,-22,17,16
t0012535,28,F,2,1,2,3120,6,23,3
t0029875,25,F,4,3,4,4512,20,27,15
t0007471,40,F,3,2,2,11197,208,38,8
t0015020,43,F,2,1,2,23814,524,56,24
t0007474,64,F,1,0,2,8292,135,61,20
t0007475,39,F,4,2,3,51030,1192,26,3
t0011291,26,F,2,1,2,4720,46,37,21
t0015595,24,F,3,2,2,25890,575,43,20
t0022722,63,F,3,1,3,8684,133,43,6
t0015853,45,F,2,1,3,26471,578,51,5
t0023511,35,F,3,2,2,3152,7,18,0
t0007443,82,F,1,0,3,9236,147,50,0
t0007444,76,F,1,0,2,10124,181,50,0
t0007445,55,F,3,2,3,24237,522,50,5
t0007422,85,F,1,0,3,21123,444,50,11
t0011315,31,F,3,2,2,21839,474,60,34
t0007222,56,F,3,0,3,9164,145,58,25
t0007224,37,F,2,1,2,29771,672,52,9
t0037767,40,F,4,3,4,10000,157,3,0
t0007164,54,F,2,1,2,2482,-10,1,0
t0016897,37,F,2,1,2,0,-22,21,0
t0007237,43,F,1,0,2,9404,163,50,0
t0013278,25,F,3,2,2,11889,225,16,3
t0023580,43,F,2,1,2,14365,287,25,5
t0023598,30,F,3,2,2,26876,600,14,1
t0022468,32,F,3,2,3,9608,156,40,23
t0007182,60,F,1,0,3,9396,151,3,0
t0022574,32,F,4,3,4,7980,107,30,12
t0013064,46,F,1,0,2,1680,-22,1,0
t0034400,29,F,5,4,3,13954,265,24,4
t0022641,41,M,4,2,4,13102,235,58,19
t0013028,39,F,4,2,3,12378,226,21,16
t0007152,46,F,1,0,2,9412,163,50,7
t0007131,39,F,1,0,4,0,-43,20,0
t0007132,58,F,1,0,2,9468,165,10,0
t0011698,26,F,4,3,3,28836,637,22,11
t0007105,59,F,2,0,2,9020,154,50,0
t0012532,29,F,5,4,3,33052,742,14,12
t0007121,56,F,2,1,4,600,-43,25,18
t0023518,26,F,2,1,2,16680,345,38,8
t0014905,24,F,6,5,3,0,-34,54,26
t0012651,28,F,3,2,2,0,-22,1,0
t0013266,31,F,3,2,2,5208,58,77,34
t0008244,32,F,3,2,4,2640,-27,35,27
t0023218,46,F,3,2,3,11566,205,43,7
t0013050,23,F,2,1,2,720,-22,10,1
t0016031,26,F,3,2,2,11000,203,47,15
t0014048,29,F,3,2,2,0,-22,24,1
t0008287,53,F,3,1,3,7549,105,53,2
t0007816,40,F,3,1,4,15572,296,24,12
t0008198,63,F,1,0,2,9392,163,55,0
t0013170,23,F,4,3,2,0,-22,1,0
t0013059,48,F,5,2,4,5915,55,42,30
t0013436,45,F,4,2,3,23482,503,50,20
t0034540,37,F,7,6,4,10745,176,15,3
t0023026,33,F,4,3,3,11807,211,23,1
t0012452,31,F,2,1,2,11247,209,9,0
t0016806,40,F,4,3,3,28897,638,39,6
t0008342,50,F,3,1,2,4164,32,75,40
t0016898,44,F,2,1,2,7604,118,40,16
t0008380,38,F,2,1,3,0,-34,62,40
t0009297,54,F,3,2,3,13148,245,25,1
t0008382,38,F,2,0,2,0,-22,33,2
t0008390,73,F,1,0,2,9164,157,50,8
t0037896,29,F,2,1,2,8540,118,5,0
t0008397,34,F,7,5,4,22310,465,2,0
t0008398,55,F,1,0,2,9476,165,54,2
t0023564,37,F,3,1,3,1502,-34,16,1
t0015593,27,M,4,3,3,6880,88,50,34
t0011253,29,F,1,0,2,0,-22,9,5
t0010894,28,F,2,1,2,17496,365,55,6
t0010800,48,F,2,1,3,35477,803,74,45
t0007982,42,F,4,2,4,17130,225,74,36
t0008008,47,F,4,2,4,21267,403,50,27
t0007885,52,F,1,0,3,47165,0,44,9
t0007962,40,F,3,2,3,7853,79,67,36
t0010038,29,F,4,3,3,10999,158,13,2
t0007688,84,F,2,0,3,16313,291,54,9
t0024703,29,F,5,4,3,981,-102,7,2
t0007603,42,F,4,1,5,1004,-92,38,19
t0007664,38,F,3,2,3,12735,201,17,1
t0007783,36,F,4,2,3,41142,912,58,0
t0007809,69,F,2,0,3,14288,240,53,9
t0024536,31,F,3,2,3,5502,21,12,1
t0007567,56,F,3,1,3,29138,611,60,22
t0038376,36,F,4,3,3,7328,183,27,14
t0007366,60,F,2,0,3,12862,205,54,10
t0007367,65,F,2,1,2,36088,802,50,21
t0008221,35,F,9,8,6,10678,33,23,12
t0007127,41,F,4,1,3,57594,0,55,29
t0007236,55,F,4,1,4,19401,356,58,1
t0007340,45,F,3,1,3,14029,234,57,15
t0007145,58,F,2,1,3,11412,168,60,3
t0007160,44,M,4,1,3,51798,0,67,41
t0007486,40,F,5,4,4,27901,569,37,16
t0007119,37,F,4,3,3,10915,156,52,37
t0008291,37,F,3,2,3,13609,223,28,7
t0007096,69,F,2,0,3,36921,806,61,36
t0008389,53,M,6,0,3,32273,690,68,21
t0023175,40,M,4,3,3,20158,387,36,14
t0008422,77,F,1,0,3,9404,118,55,9
t0008412,41,F,4,1,3,18599,348,56,26
t0012867,35,F,3,2,3,30997,658,67,22
t0007368,58,F,2,0,3,16432,294,48,30
t0007854,78,F,1,0,3,17431,319,56,5
t0016883,34,F,5,4,3,0,-67,12,5
t0007188,54,F,4,0,3,193311,0,50,27
t0007909,69,F,1,0,3,9824,129,56,0
t0007500,49,F,2,1,3,6608,48,4,0
t0007856,50,F,1,0,3,38982,858,47,26
t0007234,51,F,1,0,3,9164,112,61,14
t0012538,31,F,4,3,3,8124,86,62,18
t0007693,62,F,2,0,3,9260,115,51,12
t0007518,45,F,3,0,3,31002,658,65,38
t0007477,48,F,2,1,3,15608,273,48,30
t0007372,51,F,2,1,3,16279,290,53,23
t0007110,54,F,1,0,3,9622,124,20,9
t0008474,71,F,2,0,3,9020,109,32,9
t0008222,37,F,4,3,3,31795,678,50,28
t0007829,45,F,4,3,5,20632,366,31,17
t0007085,53,F,1,0,4,9164,100,61,2
t0008028,35,F,4,1,3,7840,79,31,21
t0008178,60,M,1,0,2,12617,215,50,3
t0007401,43,F,3,2,3,8060,85,58,3
t0007876,52,F,1,0,3,16815,303,32,10
t0007648,37,F,4,3,3,2966,-43,8,6
t0007088,47,F,1,0,3,8996,108,6,0
t0008383,69,F,1,0,3,16250,289,50,1
t0007864,77,F,3,1,3,27932,574,56,6
t0007466,34,M,2,0,3,10724,151,50,4
t0023448,31,F,3,1,3,8940,124,32,10
t0007501,73,F,1,0,3,9164,112,55,16
t0007651,49,F,3,2,3,2171,-63,24,17
t0007914,61,F,2,0,3,25341,517,50,7
t0007887,35,F,4,3,3,7634,74,87,41
t0007464,38,F,4,3,3,7972,82,71,23
t0007722,40,F,1,0,3,8964,107,6,0
t0007925,60,F,3,1,3,18726,351,71,33
t0007369,66,F,2,1,2,18320,358,52,11
t0007922,50,F,3,2,3,41193,913,62,15
t0007143,37,F,2,1,2,16891,274,51,22
t0007772,63,M,3,1,3,56635,0,50,34
t0007685,73,F,3,0,3,9284,115,50,20
t0007778,64,F,1,0,3,9164,112,50,1
t0007197,51,F,2,1,3,8072,85,46,8
t0007191,51,F,2,0,3,19790,378,35,9
t0007586,50,F,2,0,3,30213,638,49,3
t0007980,43,F,4,3,4,20861,392,55,2
t0007468,40,F,4,2,3,22232,439,56,17
t0007715,70,F,1,0,3,8340,92,54,8
t0012033,47,F,2,1,3,17300,316,56,12
t0024450,29,F,3,2,3,3840,-21,15,11
t0023597,28,F,6,5,3,5920,31,4,0
t0007214,40,F,3,2,3,18168,337,78,31
t0024779,38,F,1,0,3,18824,354,26,7
t0007811,49,F,2,0,3,19445,369,39,20
t0007207,56,F,2,0,3,9404,118,50,21
t0007142,47,F,2,1,3,12140,187,67,2
t0008237,65,F,1,0,2,9428,131,64,0
t0008337,53,F,1,0,3,11596,173,62,32
t0007407,45,F,3,1,4,12260,170,39,5
t0007702,38,F,3,2,3,8460,95,50,30
t0007853,63,F,3,1,3,19737,377,51,0
t0012543,28,F,3,2,3,0,-67,13,2
t0007725,46,F,4,1,4,3868,-32,39,38
t0007491,49,F,3,2,3,11996,123,52,0
t0007610,41,M,6,2,3,22480,445,81,31
t0008219,53,F,7,6,4,17072,298,52,13
t0008217,39,F,4,3,3,54993,0,71,27
t0007186,40,F,3,2,3,17957,332,58,14
t0007752,64,F,4,2,3,30947,657,55,0
t0008216,38,F,3,2,3,0,-127,50,29
t0008484,69,F,4,3,3,10100,136,51,26
t0011504,29,F,5,4,3,35948,782,51,14
t0008203,38,F,2,1,3,0,-74,48,27
t0007727,66,M,5,3,3,29806,628,53,24
t0007692,35,F,5,4,3,9042,109,6,0
t0008248,58,F,4,1,4,22472,433,27,2
t0008164,51,F,2,1,3,26071,535,52,14
t0007950,48,F,3,0,3,20857,404,50,1
t0007473,52,F,4,3,3,9536,122,55,34
t0007605,46,F,2,1,3,12544,197,60,46
t0008152,54,F,3,1,3,52769,0,72,37
t0007118,58,F,3,1,3,8516,96,61,10
t0007249,89,M,2,0,3,6476,45,48,22
t0007565,61,M,1,0,3,12830,204,44,0
t0007882,32,F,5,4,3,5360,17,68,9
t0024482,47,F,4,2,3,10358,142,27,15
t0024513,38,F,2,1,3,1320,-67,15,14
t0007738,71,F,3,0,4,10136,117,53,20
t0008530,59,F,1,0,3,30834,654,58,3
t0007108,40,F,6,3,3,0,50,38,17
t0008215,57,F,1,0,3,9404,118,50,15
t0009040,36,F,4,3,3,7980,83,39,9
t0008507,56,F,3,0,3,9020,109,51,4
t0007449,39,F,4,3,3,7980,83,70,53
t0007600,68,F,3,1,3,7238,64,56,10
t0007878,73,F,2,0,3,9752,127,52,19
t0007196,76,F,1,0,3,9260,115,50,0
t0007860,50,F,1,0,2,520,-50,12,5
t0008165,63,F,1,0,3,9260,115,51,17
t0007919,48,F,2,1,3,9629,124,50,15
t0008163,46,F,3,1,3,13191,206,63,35
t0008186,49,F,4,2,3,0,-67,40,37
t0008308,32,M,3,1,4,12544,111,36,15
t0008343,35,F,4,2,4,3302,-46,19,2
t0016973,29,F,5,4,4,0,-79,33,24
t0007086,55,F,3,2,3,12619,199,56,7
t0007718,51,F,2,0,4,31434,657,49,22
t0016959,37,F,3,2,3,12234,189,40,11
t0008535,78,F,3,1,3,90796,0,50,21
t0007874,72,F,1,0,3,12778,203,54,7
t0007732,58,F,1,0,3,13520,221,79,34
t0007803,53,F,1,0,2,10328,158,42,19
b0013169,64,F,6,5,3,15596,273,23,10
t0037500,36,F,2,1,3,15435,257,27,12
t0007595,44,F,3,1,3,15984,283,72,37
t0013251,30,F,3,2,2,2880,3,51,31
t0010944,67,F,1,0,1,9260,163,50,3
t0010901,30,F,4,3,2,9694,173,38,3
t0007886,61,F,2,1,2,18200,386,50,26
t0010101,36,F,2,1,2,120,-19,4,2
t0010971,54,F,1,0,2,9912,179,29,16
t0010920,37,M,2,1,2,0,-19,10,3
t0007966,65,F,1,0,2,3344,15,20,5
t0012238,58,F,2,0,2,12680,248,54,0
t0036957,22,F,2,1,2,8540,145,23,8
t0008223,38,F,4,2,4,24576,517,5,0
t0015983,30,F,6,5,4,526,-47,3,0
t0007516,60,M,2,0,4,9260,135,60,23
t0007916,62,F,4,2,4,18908,376,50,3
t0007499,51,F,4,3,4,17784,348,70,21
t0012051,57,F,2,0,4,10724,171,56,6
t0008399,38,F,3,1,5,13105,221,57,33
t0007786,30,F,6,5,4,7536,91,48,9
t0015985,53,F,3,1,3,3120,-9,53,24
t0021434,36,F,7,6,6,8197,92,36,13
t0007107,40,F,3,2,3,10896,185,18,0
t0021377,38,F,3,2,4,11622,194,36,23
t0012626,42,F,5,4,6,16920,213,44,11
t0007608,73,F,5,4,5,19340,377,52,3
t0008505,71,M,3,2,3,8060,115,50,21
t0013923,35,F,8,7,5,1450,-57,9,0
t0011346,45,F,4,2,4,7920,101,53,0
t0015919,31,F,4,3,3,6416,74,56,1
t0021717,28,F,5,4,4,19383,388,26,1
t0010817,59,F,5,0,4,14449,264,23,0
t0021497,26,F,5,4,4,7500,91,33,0
t0021430,37,F,5,4,6,7332,70,18,5
t0007739,37,F,5,4,5,1920,-57,25,20
t0014099,31,M,8,6,4,15110,281,51,0
t0015630,40,M,4,2,4,6204,58,39,0
t0016158,37,F,6,5,5,17039,319,46,1
t0009997,62,F,1,0,2,14624,295,54,8
t0013536,49,M,3,2,3,16608,333,50,19
t0038540,26,F,5,4,3,5832,64,14,0
t0010153,69,F,1,0,2,9404,164,55,9
t0007493,44,F,2,1,2,8780,149,23,3
t0011495,36,F,2,1,3,15936,316,8,0
t0009939,68,F,1,0,3,10796,188,52,17
t0009993,26,M,3,1,2,9962,178,17,5
t0009910,56,F,2,1,2,10080,181,51,5
t0009919,71,F,1,0,3,9071,145,50,4
t0010143,39,F,4,3,3,3116,-4,64,27
t0011997,41,F,1,0,2,14872,301,37,3
t0010112,39,F,1,0,2,0,-21,7,0
t0009979,68,F,1,0,3,9188,148,59,1
t0038387,72,F,2,1,2,20492,441,14,0
t0009907,38,F,2,1,2,4114,32,33,0
t0009906,42,F,3,2,3,16302,326,17,5
t0010056,46,F,3,2,2,5688,71,26,2
t0009896,50,F,1,0,2,9260,150,63,13
t0010093,60,F,1,0,3,9020,144,57,9
t0010033,61,F,1,0,3,29178,648,25,8
t0038238,42,F,2,0,2,8875,151,14,0
t0010030,41,F,3,2,3,0,-32,1,0
t0009973,69,F,2,1,2,18224,385,58,3
t0010095,71,F,3,2,3,26024,569,55,8
t0012362,55,F,1,0,2,17072,356,59,0
t0012409,31,F,1,0,2,270,-21,5,4
t0017840,31,F,2,1,2,17968,449,21,0
t0016014,28,F,5,4,2,5940,78,61,22
t0009911,45,F,2,0,3,19314,401,53,23
t0013972,26,F,2,1,2,11610,219,14,0
t0009972,50,F,3,1,3,13637,259,28,4
t0018478,26,F,4,3,3,16832,339,34,10
t0018345,43,F,2,1,2,16126,332,32,4
t0010016,69,F,2,0,2,9260,161,56,0
t0010128,67,F,2,1,2,18020,380,54,13
t0012416,53,F,1,0,2,2100,-18,7,0
t0017648,33,F,3,2,2,10637,195,29,0
t0012166,40,F,2,1,2,13261,261,11,0
t0010906,27,F,3,2,3,8460,130,57,6
t0017581,31,F,5,4,3,20479,430,30,12
t0010024,54,F,2,1,2,10577,193,45,0
t0013422,27,F,3,2,2,30714,697,38,5
t0010048,36,F,3,2,3,8592,133,56,11
t0009967,63,F,1,0,3,13112,246,53,2
t0009935,42,F,2,0,3,9932,166,56,9
t0009924,47,F,3,2,2,10059,180,60,22
t0009988,47,F,3,2,3,8584,133,66,2
t0010087,58,F,1,0,2,8912,152,55,5
t0011388,34,F,1,0,2,7917,127,42,2
t0011808,37,F,4,3,3,10694,185,58,8
t0015625,28,F,4,3,3,22400,478,23,7
t0009216,50,F,2,1,3,7808,113,9,0
t0010104,37,F,3,2,3,7492,105,50,20
t0009918,41,F,2,1,3,4248,24,59,14
t0015268,41,M,4,2,3,14728,286,60,32
t0036908,47,F,2,1,2,22665,496,34,6
t0012002,33,F,3,2,2,48221,0,31,8
t0014637,29,F,3,2,2,0,-21,20,5
t0012209,31,F,3,2,3,4511,31,45,8
t0015302,43,F,1,0,2,11765,223,69,15
t0036980,55,M,2,0,2,25782,574,31,6
t0010002,51,M,1,0,2,0,-21,12,1
t0010065,31,F,1,0,3,0,-32,35,2
t0015200,29,F,3,2,3,0,-32,18,2
t0015860,28,F,3,2,2,1896,-21,1,0
t0010138,69,F,2,1,3,30128,671,54,30
t0009947,21,F,2,1,3,0,-32,3,0
t0016466,69,F,1,0,2,9404,164,49,10
t0016466,38,M,2,1,2,8940,153,49,10
t0010075,49,M,1,0,2,9020,155,56,26
t0008175,28,F,6,5,3,18530,381,5,0
t0011893,34,F,5,4,3,5208,48,43,18
t0038391,30,F,3,2,3,21272,450,19,0
t0011979,35,F,3,2,3,0,-32,18,3
t0017988,54,M,2,1,2,9164,158,34,0
t0009987,51,F,3,1,3,70658,0,62,31
t0009986,77,F,2,1,3,28381,628,58,10
t0008532,70,F,2,0,2,6614,94,59,13
t0012414,35,F,4,3,3,0,-32,23,7
t0012713,28,F,3,2,2,0,-21,3,3
t0016458,42,F,2,1,2,13676,271,56,11
t0010909,36,F,3,2,3,1656,36,61,1
t0009980,57,F,1,0,3,10428,179,41,6
t0010110,38,F,7,5,3,17384,353,36,12
t0009974,61,F,2,1,2,27102,607,56,1
t0010132,55,M,1,0,2,13868,276,52,17
t0007566,43,F,4,3,3,948,-32,14,0
t0017683,31,F,2,1,2,0,-21,1,0
t0009961,48,F,2,0,3,161,-32,22,12
t0014828,48,F,1,0,2,9164,158,59,5
t0015269,56,M,1,0,2,8780,149,85,31
t0012561,49,F,1,0,2,745,-21,23,10
t0009969,59,M,1,0,3,13251,249,51,10
t0012522,46,F,3,2,3,18318,376,60,17
t0014321,32,F,3,2,2,11180,209,60,0
t0012494,32,F,2,1,2,0,-21,32,3
t0007763,33,F,5,4,3,9589,158,65,22
t0010023,40,F,5,4,3,8036,119,53,4
t0012172,39,F,4,1,3,11332,201,3,0
t0037135,37,F,3,2,3,28043,619,5,0
t0009926,41,F,4,3,3,7033,94,48,14
t0009985,35,F,4,3,3,19769,412,56,8
t0009938,65,F,1,0,3,22968,492,57,7
t0010026,43,F,4,2,3,13733,261,60,19
t0016040,29,F,4,3,2,1929,-21,14,0
t0018239,42,F,3,2,3,6956,92,24,6
t0009895,52,M,1,0,3,0,-32,40,4
t0009955,72,F,1,0,2,9260,161,51,3
t0009962,56,F,1,0,2,9020,155,29,8
t0010121,38,F,1,0,3,24960,542,54,14
t0010039,53,M,1,0,2,37441,0,50,1
t0013241,23,F,4,3,3,576,-32,58,20
t0010028,41,F,2,1,3,25844,564,44,12
t0010160,40,F,2,0,3,0,-32,6,3
t0010096,35,F,5,4,3,19536,406,63,25
t0012434,27,F,4,3,3,11811,213,20,0
t0014511,30,F,4,3,2,8112,132,26,0
t0009930,59,F,1,0,3,9228,149,50,10
t0010040,49,F,1,0,2,13643,270,56,1
t0010045,38,F,5,4,3,26172,572,55,4
t0015944,49,F,3,1,3,2040,-31,22,1
t0010115,73,F,1,0,2,9260,161,52,3
t0010050,83,F,2,0,3,49783,0,55,16
t0010098,41,F,4,3,2,10481,191,58,7
t0010097,43,F,3,2,3,4198,23,15,2
t0015547,26,F,4,3,2,3600,19,44,2
t0017536,23,F,3,2,3,3913,98,21,0
t0010067,62,F,1,0,3,15740,312,53,3
t0009942,51,F,1,0,2,27182,609,23,8
t0010064,55,F,1,0,2,0,-21,32,0
t0009959,52,F,1,0,3,9404,153,61,2
t0015924,42,F,3,2,3,23220,499,57,19
t0033382,57,F,4,3,3,12764,237,17,0
t0009976,43,F,3,0,3,46117,0,41,14
t0009940,36,M,1,0,2,18683,396,69,24
t0017645,42,F,1,0,3,8884,140,26,7
t0046807,22,F,3,2,3,0,50,6,0
t0009934,65,F,1,0,3,5672,60,12,1
t0010041,65,F,1,0,2,9860,176,55,6
t0010046,63,F,1,0,3,9620,159,77,13
t0012495,39,F,6,5,3,5750,62,18,6
t0014692,40,F,4,3,3,30562,682,53,21
t0015925,32,F,6,5,3,8314,126,29,5
t0009073,43,F,2,1,3,22884,490,44,9
t0010081,76,F,2,1,2,18200,384,52,1
t0010073,42,F,4,2,3,10174,172,20,8
t0012735,26,F,2,1,2,12196,234,18,5
t0009945,54,F,1,0,2,16988,354,54,7
t0017882,40,F,2,1,2,18327,387,34,3
t0018422,45,F,2,1,2,7710,122,33,10
t0010445,78,F,2,0,2,23528,517,8,0
t0014706,25,F,2,1,2,4356,38,41,16
t0010076,53,F,1,0,3,9020,144,54,10
t0010133,66,F,2,1,2,18056,381,53,3
t0009908,50,F,1,0,2,9020,155,53,12
t0010062,62,F,2,0,2,9260,161,55,5
t0011948,31,F,4,3,3,6895,91,42,16
t0018322,30,F,2,1,2,7568,118,39,9
t0010100,50,F,3,0,3,9020,144,31,4
t0015570,34,F,5,4,3,12085,220,67,35
t0015673,33,F,3,2,3,7524,106,70,21
t0037325,57,F,2,0,2,12356,238,24,6
t0015021,42,F,1,0,2,8084,131,55,20
t0009957,36,F,4,3,3,19355,402,31,8
t0009965,43,M,1,0,2,25630,570,54,6
t0010055,47,M,1,0,3,8084,120,77,34
t0009937,32,F,2,1,2,28790,649,51,24
t0010066,48,F,1,0,3,0,-32,16,1
t0009943,57,F,1,0,3,11168,197,58,7
t0010116,68,F,1,0,3,9020,144,57,8
t0015300,57,F,4,1,3,7844,114,54,6
t0010049,49,F,2,0,3,12848,239,56,12
t0016008,39,F,2,0,2,27256,610,56,2
t0038949,54,F,1,0,2,6750,98,14,0
t0010027,51,F,2,1,3,35511,0,60,24
t0013244,64,M,1,0,2,8924,152,57,0
t0010010,45,M,1,0,2,31332,712,8,0
t0012491,38,F,2,1,2,8792,149,56,1
t0015936,36,F,2,1,3,5261,49,40,11
t0010091,66,F,1,0,2,8409,139,56,1
t0009905,38,F,3,1,2,27085,677,55,11
t0012161,27,F,4,3,3,7049,94,61,8
t0017879,41,F,4,3,3,21440,454,33,11
t0011387,32,F,4,3,3,0,-32,4,1
t0009922,63,F,2,0,3,9020,144,50,8
t0009932,57,F,2,0,3,9164,147,55,2
t0009936,42,F,6,4,3,7500,106,58,4
t0011713,56,F,2,1,2,7844,125,67,17
t0010011,68,F,1,0,2,9446,165,56,13
t0009913,41,F,2,1,2,12260,236,29,13
t0010007,63,F,2,0,3,27406,603,54,6
t0010136,41,F,2,1,2,10208,184,54,6
t0018056,31,F,4,3,1,12989,243,28,4
t0015979,28,F,6,5,3,19579,408,50,15
t0009958,48,F,2,1,3,34500,781,59,12
t0010058,78,F,2,0,3,9092,145,50,7
t0012572,30,F,4,3,2,21200,459,17,0
t0038913,32,F,5,4,3,6466,80,15,0
t0011394,47,F,2,0,3,13059,244,15,1
t0009990,37,F,3,2,3,0,-32,5,2
t0008439,76,F,4,0,3,8768,137,58,13
t0013060,37,F,3,2,3,4458,30,56,14
t0010059,53,F,2,0,2,9020,155,51,7
t0013931,31,F,2,1,2,7124,107,39,18
t0009891,45,F,4,0,3,87325,0,62,24
t0010051,61,F,1,0,3,27903,616,61,12
t0010037,21,F,1,0,2,0,-21,38,8
t0010147,38,F,2,1,2,22781,498,63,17
t0009964,55,F,1,0,3,1644,-32,29,5
t0010141,80,M,2,0,3,18260,375,55,2
t0037321,40,M,2,1,2,8540,142,21,0
t0009981,25,M,1,0,2,2040,-20,36,4
t0014788,35,F,4,3,2,7812,113,50,2
